nombre,artista,id_artista,año,genero,genero_general
On & Off,Fem Fel,61NJMGxlvjOHmWCuJn13sc,2015,hip-hop,hip-hop
Uptown Funk (feat. Bruno Mars),Mark Ronson,3hv9jJF3adDNsBSIQDqcjp,2015,pop,pop
"Igor Levit über ""Bach, Beethoven, Rzewski""",Frederic Rzewski,1kt7FN4DSyZUkiSMRx0XE8,2015,avant-garde,Otros
When We Were Young,Adele,4dpARuHxo51G3z768sgnrY,2015,soft pop,pop
The Florian Trilogy (Cloud Rider - Mothertrucker - Feed Your Head),Paul Kalkbrenner,0rasA5Z5h1ITtHelCpfu9R,2015,minimal techno,electrónica
Cheerleader (Felix Jaehn Remix) - Radio Edit,OMI,5MouCg6ta7zAxsfMEbc1uh,2015,pop,pop
How Long Has This Been Going On EPK,Van Morrison,44NX2ffIYHr6D4n7RaZF7A,2015,rock,rock
Hymn for the Weekend,Coldplay,4gzpq5DPGxSnKTe4SA8HAU,2015,alternative rock,rock
"Acte I, Athos ""Les 3 Mousquetaires""",Les 3 mousquetaires,0HRGajTZLkDHtBzkalLKW6,2015,french pop,pop
Waiting For Love,Avicii,1vCWHaC5f2uS3yhpwWbIA6,2015,edm,electrónica
Rasta Freedom,Naptali,4UyRfsWJwORMVCcWqw3Nov,2015,reggae,reggae
FourFiveSeconds,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2015,pop,pop
When The Whip Comes Down - Live,The Rolling Stones,22bE4uQ6baNwSHPVcDxLCe,2015,classic rock,rock
Love Yourself,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2015,pop,pop
"Piano Concerto No. 2 in C Minor, Op. 18 (Excerpt)",Sergei Rachmaninoff,0Kekt6CKSo0m5mivKcoH51,2015,classical,clásica
Again,Fetty Wap,6PXS4YHDkKvl1wkIl4V8DL,2015,hip-hop,hip-hop
Richter: Dream 13 (minus even) - Radio Edit,Max Richter,2VZNmg4vCnew4Pavo8zDdW,2015,neoclassical,clásica
Alright,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2015,hip hop,hip-hop
Światła drogowe - Piosenki dla dzieci,Centrum Uśmiechu,3ex29VTrLC0wmJJWaJDzzt,2015,children's music,Otros
Love In The Dark,Adele,4dpARuHxo51G3z768sgnrY,2015,soft pop,pop
Ubi Caritas (Live) - Abbey Road x Decca Classics Sessions,Ola Gjeilo,29lbSb4ujaVH5pHnQjFT0G,2015,choral,clásica
Sorry,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2015,pop,pop
9 Shots,50 Cent,3q7HBObVc0L8jNeTe5Gofh,2015,east coast hip hop,hip-hop
Daddy Issues,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,2015,indie rock,indie
Smooth Sailin' - Live,Leon Bridges,3qnGvpP8Yth1AqSBMqON5x,2015,retro soul,blues
Stitches,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2015,pop,pop
Au revoir (ZDF-Fernsehgarten 7.12.2014) - VOD,Mark Forster,7qXzy6c5RWT0XlVQcOBIDG,2015,german pop,pop
Payphone,Maroon 5,04gDigrS5kc9YWfZHwBETP,2015,pop,pop
Cava Cava Parte 2 (feat. Don Pixote),Edi Rock,2fYAyTS2erZgqEHKHYqgi2,2015,brazilian hip hop,hip-hop
"Everyday (feat. Rod Stewart, Miguel & Mark Ronson)",A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,2015,rap,hip-hop
Flash mich (ZDF-Fernsehgarten 7.12.2014) - VOD,Mark Forster,7qXzy6c5RWT0XlVQcOBIDG,2015,german pop,pop
What Do You Mean?,Justin Bieber,1uNFoZAHBGtllmzznpCI3s,2015,pop,pop
Cry in the Rain,Ain't No Love,45pMDC55lqAwQ0j8KMU20l,2015,R&B,r&b
The Hills,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2015,R&B,r&b
Freibierotto (ZDF-Fernsehgarten 21.09.2014) - VOD,Dorfrocker,5jvJoybRSHYAlPYyz6cnOd,2015,schlagerparty,pop
King,Olly Alexander (Years & Years),5vBSrE1xujD2FXYRarbAXc,2015,electropop,pop
Shockwave Supernova - On Peregrine Wings (teaser),Joe Satriani,2yzxX2DI9LFK8VFTyW2zZ8,2015,rock,rock
White Ferrari,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,2016,R&B,r&b
"Ee Khalbitha (From ""IDI"")",Rahul Raj,4kbWDG96QZ2HkyVl9l1EmL,2016,mollywood,bollywood
Pink + White,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,2016,R&B,r&b
Milion słów,Jula,4rgBQ3VAi6oBXB33OfkG3c,2016,pop,pop
One Dance,Drake,3TVXtAsR1Inumwj472S9r4,2016,rap,hip-hop
God Is Gangsta,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2016,hip hop,hip-hop
Ivy,Frank Ocean,2h93pZq0e7k5yf4dywlkpM,2016,R&B,r&b
Cliff's Edge,Hayley Kiyoko,3LjhVl7GzYsza1biQjTpaN,2016,pop,pop
Ophelia,The Lumineers,16oZKvXb6WkQlVAjwo2Wbg,2016,folk pop,folk
M A N I A,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2016,R&B,r&b
Love On The Brain,Rihanna,5pKCCKE2ajJHZ9KAiaK11H,2016,pop,pop
Von Heinz zu Heinz (Folge 2: NDW),Heinz Rudolf Kunze,77DQHftPzPyCoqSDjdHDxJ,2016,neue deutsche welle,rock
Into You,Ariana Grande,66CXWjxzNUsdJxJ2JdwvnR,2016,pop,pop
Famous,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2016,rap,hip-hop
Starboy,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2016,R&B,r&b
Dancing On My Own - 1 Mic 1 Take,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,2016,soft pop,pop
That's What I Like,Bruno Mars,0du5cEVh5yTK9QJze8zA0C,2016,pop,pop
Tabarnak,Volo,4FArNa27sFKE9jn64eB29C,2016,hip-hop,hip-hop
Closer,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2016,edm,electrónica
Любовь-наркоз (feat. Стас Михайлов),Geegun,5W7N6u4EjCEMKj7bDyzPEC,2016,hip-hop,hip-hop
Cigarettes out the Window,TV Girl,0Y6dVaC9DZtPNH4591M42W,2016,indie pop,indie
Blow Your Mind (Mwah) - BRITs 2017 Critics Choice Session,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,2016,pop,pop
Real Love Baby,Father John Misty,2kGBy2WHvF0VdZyqiVCkDT,2016,chamber pop,pop
FIRE,BTS,3Nrfpe0tUJi4K4DXYWgMUX,2016,k-pop,k-pop
Say You Won't Let Go,James Arthur,4IWBUUAFIplrNtaOHcJPRM,2016,soft pop,pop
Bad Things,MGK,0jn47ZZH4HhX8JIGJUWSr0,2016,hip-hop,hip-hop
Unstoppable,Sia,5WUlDfRSoLAfcVSX1WnrxN,2016,pop,pop
"Technicolour Beat - Live At The Pool, London",Oh Wonder,5cIc3SBFuBLVxJz58W2tU9,2016,indie pop,indie
You're Welcome,Dwayne Johnson,1T8S48bD91THNKBByWBDyn,2016,pop,pop
Wake Up (A Fashion Film),DAWN,4pMR7nP5TU2AmaBiXpQPUW,2016,pop,pop
I Took A Pill In Ibiza - Seeb Remix,Mike Posner,2KsP6tYLJlTBvSUxnwlVWa,2016,pop,pop
Euthanasia - Live,Adam French,3bKSSHfw4sQ9YCjJe1V1c5,2016,indie pop,indie
Father Stretch My Hands Pt. 1,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2016,rap,hip-hop
Wenn du mich suchst - Filtr Sessions,Jördis Tielsch,7EMBsP1yAGkfqjNYRJsvLE,2016,german pop,pop
Not Allowed,TV Girl,0Y6dVaC9DZtPNH4591M42W,2016,indie pop,indie
Why Don't You Bring Me Flowers?,Roxette,2SHhfs4BiDxGQ3oxqf0UHY,2016,pop rock,rock
goosebumps,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,2016,rap,hip-hop
Egal (feat. Louis Held),LINA,3YPpKFZGAT0O8SJca2Aaj8,2016,german pop,pop
Greenlight (feat. Flo Rida & LunchMoney Lewis),Pitbull,0TnOYISbd1XYRBk9myaseg,2016,latino,latino
Cold Little Heart - Live Session,Michael Kiwanuka,0bzfPKdbXL5ezYW2z3UGQj,2016,soul,blues
Redbone,Childish Gambino,73sIBHcqh3Z3NyqHKZ7FOL,2016,hip-hop,hip-hop
Babylon,DJ Zet,6BgfcZBGkrq9yIrYTrUneA,2016,electronic,electrónica
Low Life (feat. The Weeknd),Future,1RyvyyTE3xzB2ZywiAwp0i,2016,rap,hip-hop
這是最後一次,R-chord,5XkrVVn0lQIVPkH55nbTgZ,2016,mandopop,pop
Let Me Love You,DJ Snake,540vIaP2JwjQb9dm3aArA4,2016,edm,electrónica
Last Christmas (Pudding Remix) [Official Video],Wham!,5lpH0xAS4fVfLkACg9DAuM,2016,christmas,pop
Are You With Me,Lost Frequencies,7f5Zgnp2spUuuzKplmRkt7,2016,tropical house,electrónica
Traditional: The Lost Songs Of St. Kilda: Hirta,Traditional,1U5zgr455OGyIkLNXvDdrf,2016,medieval,Otros
Never Be Like You,Flume,6nxWCVXbOlEVRexSbLsTer,2016,future bass,electrónica
女孩妳知道嗎,R-chord,5XkrVVn0lQIVPkH55nbTgZ,2016,mandopop,pop
See You Again (feat. Kali Uchis),"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,2017,hip-hop,hip-hop
I'm Better (feat. Lamb),Missy Elliott,2wIVse2owClT7go1WT98tk,2017,hip hop,hip-hop
Brazil,Declan McKenna,2D4FOOOtWycb3Aw9nY5n3c,2017,indie pop,indie
Hate to Love (feat. Jamie T),Beatsteaks,79qRD2IfSr3pmuYUficMWX,2017,rock,rock
HUMBLE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2017,hip hop,hip-hop
Matador (feat. Tommy),CAPO,5y9wg9qkGBl0n9v9RzaPKu,2017,german hip hop,hip-hop
Something Just Like This,The Chainsmokers,69GGBxA162lTqCwzJG5jLp,2017,edm,electrónica
Pictures of You,Sonny Smith,5nr3ZvVzCvk4P5kPr5hJ0X,2017,indie,indie
Evergreen,Richy Mitch & The Coal Miners,4qU7IJSReZnsLy5907Mtau,2017,indie,indie
Downtown,Anitta,7FNnA9vBm6EKceENgCGRMb,2017,brazilian pop,pop
When It Rains It Pours,Luke Combs,718COspgdWOnwOFpJHRZHS,2017,country,country
Stronger Together,Paul van Dyk,7wU1naftD3lNq7rNsiDvOR,2017,trance,electrónica
Lush Life,Zara Larsson,1Xylc3o4UrD53lo9CvFvVg,2017,pop,pop
Inquilina - Ao Vivo,Aviões do Forró,4mnhyGRAuExTL4J0soT4za,2017,forró,samba
This Town,Niall Horan,1Hsdzj7Dlq2I7tHP7501T4,2017,pop,pop
一晃眼,衛蘭,1N7pgE45pK09PFLXnhpT65,2017,cantopop,pop
Unforgettable,French Montana,6vXTefBL93Dj5IqAWq6OTv,2017,hip-hop,hip-hop
Ohne dieses Gefühl - Live,LINA,3YPpKFZGAT0O8SJca2Aaj8,2017,german pop,pop
Without You (feat. Sandro Cavazza),Avicii,1vCWHaC5f2uS3yhpwWbIA6,2017,edm,electrónica
SUURI,Laineen Kasperi,5tHevlNBO5VNLvW3FsjICK,2017,hip-hop,hip-hop
Clean White Noise - Loopable with no fade,White Noise Baby Sleep,4W12lEvVl5wectUtRNrvDh,2017,ambient,ambient
Crowd Control,Dimitri Vegas,2HkAI0YrEcgoR8QdaURqhO,2017,electronica,electrónica
Perfect,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2017,soft pop,pop
Into It - Live,Chase Atlantic,7cYEt1pqMgXJdq00hAwVpT,2017,indie pop,indie
PRIDE.,Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2017,hip hop,hip-hop
Journey,Chezidek,5HePAITZSCxQ0H9PEKZ5DH,2017,reggae,reggae
Shape of You,Ed Sheeran,6eUKZXaKkcviH0Ku9w2n3V,2017,soft pop,pop
隣の彼はカッコよく見える,プラチナガールズ,02KUyBfvTknh4IpEJ86vKE,2017,c-pop,k-pop
Believer,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2017,alternative rock,rock
C'est pas ma faute (feat. Mr. Leo),Revolution,599jagD7OBej5DjDC24Ext,2017,rock,rock
Don’t Blame Me,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2017,pop,pop
Horse to Water,Tall Heights,1OVaGC0CDZaxjcPxclSNmp,2017,folk pop,folk
Take My Hand,Picture This,7jLSEPYCYQ5ssWU3BICqrW,2017,indie pop,indie
Hundert Leben (Akustik Solo Version),Johannes Oerding,4I7D65YMlr6ZxVEGPb7q2K,2017,german pop,pop
There's Nothing Holdin' Me Back,Shawn Mendes,7n2wHs1TKAczGzO7Dd2rGr,2017,pop,pop
Vale La Pena,Grupo Cañaveral De Humberto Pabón,48zixAu4wMDZwpVbOenDU7,2017,cumbia,latino
Bad At Love,Halsey,26VFTg2z8YR0cCuwLzESi2,2017,pop,pop
The Winner Takes It All - Acoustic,Carla Bruni,1HVwzNriKEjaeE06okqSpx,2017,french jazz,jazz
Passionfruit,Drake,3TVXtAsR1Inumwj472S9r4,2017,rap,hip-hop
Egal (Live),LINA,3YPpKFZGAT0O8SJca2Aaj8,2017,german pop,pop
Glorious (feat. Skylar Grey),Macklemore,3JhNCzhSMTxs9WLGJJxWOY,2017,hip-hop,hip-hop
Killing Me,Black Rain,5d08mBdTsf060tPbRoxtAa,2017,pinoy alternative,rock
Belter,Gerry Cinnamon,7cpCnhhBIU1gA7EhTFApN1,2017,indie,indie
Even Angels (feat. Blas Cantó),Carlos Marco,3rs2rSphgxWU3zQvYWj5Fl,2017,pop,pop
Dark Red,Steve Lacy,57vWImR43h4CaDao012Ofp,2017,R&B,r&b
Why - In Studio,Sabrina Carpenter,74KM79TiuVKeVCqs8QtB0B,2017,pop,pop
Sign of the Times,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2017,pop,pop
Loca (feat. Cali y El Dandee),Maite Perroni,6ModsWtBph2rE6zCTVxvZt,2017,latin pop,latino
Thunder,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2017,alternative rock,rock
Round & Round - Top Of The Pops 1984,Spandau Ballet,2urZrEdsq72kx0UzfYN8Yv,2017,new wave,rock
All The Stars (with SZA),Kendrick Lamar,2YZyLoL8N0Wb9xBt1NhZWg,2018,hip hop,hip-hop
Enamorado,Alexander Stewart,4QGo29eCQCXwxCHLuQBf5W,2018,pop,pop
Cearta,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,2018,hip-hop,hip-hop
"Holding Back the Years (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Always Remember Us This Way,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2018,art pop,pop
"Say You Love Me (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Shallow,Lady Gaga,1HY2Jd0NmPuamShAr6KMms,2018,art pop,pop
"So Beautiful (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Sundress,A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,2018,rap,hip-hop
"For Your Babies (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Beautiful Crazy,Luke Combs,718COspgdWOnwOFpJHRZHS,2018,country,country
"A New Flame (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
lovely (with Khalid),Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2018,indie pop,indie
"Someday in My Life (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Violent Crimes,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2018,rap,hip-hop
In Betweenin',Austin Brown,4PpCSRGVWkRg5KNU2sTRBb,2018,pop,pop
Dancing On My Own,Calum Scott,6ydoSd3N2mwgwBHtF6K7eX,2018,soft pop,pop
Wenn jetzt Sommer wär (feat. Chapeau Claque),Pretty Pink,3Jx6Zw3nLANXeV38AhGaM5,2018,edm,electrónica
Shotgun,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,2018,indie folk,folk
Movement,Hozier,2FXC3k01G6Gw61bmprjgqS,2018,indie folk,folk
Lucid Dreams,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2018,melodic rap,hip-hop
"Your Mirror (Live at Ziggo Dome, Amsterdam)",Simply Red,1fa0cOhromAZdq2xRA4vv8,2018,pop,pop
Babydoll,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2018,indie pop,indie
Слэмятся пацаны,Little Big,0pnd3MP2rxAzljR9AqXUJB,2018,electronic,electrónica
Praise The Lord (Da Shine) (feat. Skepta),A$AP Rocky,13ubrt8QOOCPljQ2FL1Kca,2018,rap,hip-hop
"FÉ - Ao Vivo, Brasil 2018",fhop music,0V208yTQ5OGOUBZuszu6Fn,2018,devotional,Otros
3 Nights,Dominic Fike,6USv9qhCn6zfxlBQIYJ9qs,2018,indie pop,indie
NFWMB - Acoustic / Live,Hozier,2FXC3k01G6Gw61bmprjgqS,2018,indie folk,folk
Softcore,The Neighbourhood,77SW9BnxLY8rJ0RciFqkHh,2018,indie rock,indie
It's You (feat. 王艷薇),R-chord,5XkrVVn0lQIVPkH55nbTgZ,2018,mandopop,pop
Eastside (with Halsey & Khalid),benny blanco,5CiGnKThu5ctn9pBxv7DGa,2018,pop,pop
Győzni Jöttünk,Begi Lotfi,5czhmVKVKn0bsJqnvx2Dgf,2018,pop,pop
I Like Me Better,Lauv,5JZ7CnR6gTvEMKX4g70Amv,2018,pop,pop
Full Automatic (feat. Diego),Sleiman,2HTE5rhkzmNb4IiGrop13q,2018,hip-hop,hip-hop
No Lie,Sean Paul,3Isy6kedDrgPYoTS1dazA9,2018,dancehall,reggae
Did You Love Me,Shannon & the Clams,7t7pfYPYx0TwawLmbiNWlQ,2018,indie rock,indie
Blue Hair,TV Girl,0Y6dVaC9DZtPNH4591M42W,2018,indie pop,indie
Verdi: Il Trovatore - Tacea la notte placida,Giuseppe Verdi,1JOQXgYdQV2yfrhewqx96o,2018,opera,clásica
Youngblood,5 Seconds of Summer,5Rl15oVamLq7FbSb0NNBNy,2018,pop rock,rock
"HEBREUS 1 / HERDEIRO DE TUDO - Ao Vivo, Brasil 2018",fhop music,0HpGyW7V9sMk9cPqrpSLcN,2018,gospel,blues
All Girls Are The Same,Juice WRLD,4MCBfE4596Uoi2O4DtmEMz,2018,melodic rap,hip-hop
Next To Me,Imagine Dragons,53XhwfbYqKCa1cC15pYq2q,2018,alternative rock,rock
Hold My Girl,George Ezra,2ysnwxxNtSgbb9t1m2Ur4j,2018,indie folk,folk
Medusa,Tommy,5h0HAhETmJ53akyGkUBaQR,2018,thai pop,k-pop
Falling Down - Bonus Track,Lil Peep,2kCcBybjl3SAtIcwdWpUe3,2018,emo rap,hip-hop
Novos Horizontes / Alívio Imediato,Engenheiros Do Hawaii,0GNq4xh8uFCyihPurnunf7,2018,brazilian rock,rock
Ghost Town,Kanye West,5K4W6rqBFWDnAN6FQUkS6x,2018,rap,hip-hop
"Go Your Own Way - Live at Studio Instrument Rentals, 1976",Fleetwood Mac,08GQAI4eElDnROBrJRGE0X,2018,classic rock,rock
Chasin' You,Morgan Wallen,4oUHIQIBe0LHzYfvXNW4QM,2018,country,country
Higher Love,Emilie Nicolas,4cXE1g28uYrIaUisUx5cJt,2018,norwegian pop,pop
Heading South,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2019,country,country
"Greenwood, Philip Selway, Edward O'Brien, Colin Greenwood: Pyramid Song (Arr. Lawson)",Jonny Greenwood,0z9s3P5vCzKcUBSxgBDyLU,2019,experimental,indie
H.O.O.D,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,2019,hip-hop,hip-hop
All I've Ever Known,Grace Hodgett Young,77oK4rOZiJGnU2LN2ksnI9,2019,indie,indie
Cruel Summer,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2019,pop,pop
Skrrt,K27,5nRkPBCDIqxGB82fj0Pj7V,2019,hip-hop,hip-hop
Get Your Brits Out,KNEECAP,1ZVACPeq7ccGCoUXwtafUU,2019,hip-hop,hip-hop
Stretch,Louise,3a4CSjBr9WqhM6n4iqVSC6,2019,pop,pop
Someone You Loved,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2019,soft pop,pop
Die Heelal (feat. Early B),Janie Bay,0VSXm0RbmbovOLT6ADgovM,2019,pop,pop
when the party's over,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2019,indie pop,indie
Sirenen,Tommy,5h0HAhETmJ53akyGkUBaQR,2019,thai pop,k-pop
Ransom,Lil Tecca,4Ga1P7PMIsmqEZqhYZQgDo,2019,melodic rap,hip-hop
Do It Like You Mean It (feat. Yoel 905),Frans,1y5T3Prq30eW5RkpaUWNOQ,2019,pop,pop
Lover,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2019,pop,pop
Pakete,Tommy,5h0HAhETmJ53akyGkUBaQR,2019,thai pop,k-pop
Almost (Sweet Music),Hozier,2FXC3k01G6Gw61bmprjgqS,2019,indie folk,folk
REASON,SYU(from GALNERYUS),2cgJdROSU7cP3qi8mmNyw5,2019,metal,metal
Circles,Post Malone,246dkjvS1zLTtiykXe5h60,2019,hip-hop,hip-hop
Mad,Lil Yase,4PKqKT6sKrfYxgj0hTvkyf,2019,hip-hop,hip-hop
Hypersonic Missiles,Sam Fender,6zlR5ttMfMNmwf2lecU9Cc,2019,indie rock,indie
I Was In Heaven - Acoustic,Chelsea Cutler,5JMLG56F1X5mFmWNmS0iAp,2019,indie pop,indie
Cinnamon Girl,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2019,indie pop,indie
Disciplin (feat. Keya),Elias Abbas,4QvI3PrYRXq9A2UbeQAKH6,2019,hip-hop,hip-hop
Before You Go,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2019,soft pop,pop
Fuck it I love you / The greatest,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2019,indie pop,indie
Would That I,Hozier,2FXC3k01G6Gw61bmprjgqS,2019,indie folk,folk
Sky Blue Skin,Jeff Buckley,3nnQpaTvKb5jCQabZefACI,2019,rock,rock
Bruises,Lewis Capaldi,4GNC7GD6oZMSxPGyXy4MNB,2019,soft pop,pop
"Once Once - En Vivo En Plaza De Toros De Cartagena / Mayo 4, 2019",DJ Dever,2KDK6LDA8DKphV0wwHb40D,2019,champeta,latino
HIGHEST IN THE ROOM,Travis Scott,0Y5tJX1MQlPlqiwlOH1tJY,2019,rap,hip-hop
Last Christmas (Official 4K Video) [Teaser 1],Wham!,5lpH0xAS4fVfLkACg9DAuM,2019,christmas,pop
Bags,Clairo,3l0CmX0FuQjFxr8SK7Vqag,2019,bedroom pop,pop
Lana Film,Lana Del Rey,00FQb4jTyendYWaN8pK0wa,2019,indie pop,indie
everything i wanted,Billie Eilish,6qqNVTkY8uBg9cP3Jd7DAH,2019,indie pop,indie
Lead Me On,Louise,3a4CSjBr9WqhM6n4iqVSC6,2019,pop,pop
ARE WE STILL FRIENDS?,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,2019,hip-hop,hip-hop
Única - Ao Vivo,Amigos,7t9vZg9sglZGukAMixJf5t,2019,sertanejo tradicional,samba
Don't Give Up On Me,Andy Grammer,2oX42qP5ineK3hrhBECLmj,2019,pop,pop
Uwi,Alvaro Diaz,5J7rXWjtn5HzUkJ4Jet8Fr,2019,hip-hop,hip-hop
Be Alright,Dean Lewis,3QSQFmccmX81fWCUSPTS7y,2019,indie pop,indie
Guess Who,Chi City,2ipMJ7CDYbsqysSF15uVpF,2019,hip-hop,hip-hop
False Confidence,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2019,indie folk,folk
Last Christmas (Official 4K Video) [Teaser 2],Wham!,5lpH0xAS4fVfLkACg9DAuM,2019,christmas,pop
EARFQUAKE,"Tyler, The Creator",4V8LLVI7PbaPR0K2TGSxFF,2019,hip-hop,hip-hop
Du bist schön - Live,Alligatoah,0r0R5nIjDY04TfxRM10Bcb,2019,german pop,pop
Watermelon Sugar,Harry Styles,6KImCVD70vtIoJWnq6nGn3,2019,pop,pop
Streetlife,Hanybal,2HdP7fpDiLWAvElYGg75gd,2019,german hip hop,hip-hop
What A Time (feat. Niall Horan),Julia Michaels,0ZED1XzwlLHW4ZaG4lOT6m,2019,pop,pop
En el Seno del Amor (Acústco en Vivo),Dread Mar I,1aw0Cdl1DIrtUrUA6fGbAR,2019,spanish-language reggae,reggae
Clean Baby Sleep White Noise (Loopable),Dream Supplier,6Cqtx9fpxzggIMuKn0RGCp,2020,ambient,ambient
All We Got (feat. KIDDO),Robin Schulz,3t5xRXzsuZmMDkQzgOX35S,2020,tropical house,electrónica
"I miss you, I’m sorry",Gracie Abrams,4tuJ0bMpJh08umKkEXKUI5,2020,indie pop,indie
Medicine Hat,Blackie and the Rodeo Kings,2McRDcv6H9e9xz5G5mOnUa,2020,rock,rock
Revival,Zach Bryan,40ZNYROS4zLfyyBSs2PGe2,2020,country,country
123 (feat. Yasin),Cherrie,59E9dYtwLTUAGuAppwFKAW,2020,hip-hop,hip-hop
You Should Probably Leave,Chris Stapleton,4YLtscXsxbVgi031ovDDdh,2020,country,country
Kort Donner - Live,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
Blinding Lights,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,2020,R&B,r&b
Meisie Wat Haar Potlood Kou - Live at Mothership Studios,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
Maine,Noah Kahan,2RQXRUsr4IW1f3mKyKsy4B,2020,indie folk,folk
Ek Verlang Na Jou - Live at Mothership Studios,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
august,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020,pop,pop
Selfmade Babylon,Bausa,13bDjug9N0pyv3ZUINjkDV,2020,german hip hop,hip-hop
cardigan,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020,pop,pop
Ballade Vir 'n Enkeling - Live At Mothership Studios,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
Heat Waves,Glass Animals,4yvcSjfu4PC0CYQyLy4wSq,2020,indie pop,indie
Anders,Tommy,5h0HAhETmJ53akyGkUBaQR,2020,thai pop,k-pop
The Cut That Always Bleeds,Conan Gray,4Uc8Dsxct0oMqx0P6i60ea,2020,indie pop,indie
Bruder,Nico K.I.Z,49U1wR2eateFtB7cxd4ncm,2020,german hip hop,hip-hop
my tears ricochet,Taylor Swift,06HL4z0CvFAxyc27GXpf02,2020,pop,pop
Indigo Girl - Live at Mothership Studios,Karen Zoid,1x6N4tQft8TwRuhOfRUgWC,2020,rock,rock
July,Noah Cyrus,55fhWPvDiMpLnE4ZzNXZyW,2020,pop,pop
Delli (feat. Adel),Ricky Rich,1gm1katIowFM22Ldqcw6DK,2020,hip-hop,hip-hop
that way,Tate McRae,45dkTj5sMRSjrmBSBeiHym,2020,pop,pop
David Carreira - Haverá Sempre uma Música / Baby Fica - Live at Altice Arena,David Carreira,6tIIe4TjUAUBgebA9j53ch,2020,kizomba,africano
Borderline,Tame Impala,5INjqkS1o8h1imAzPqGZBb,2020,indie,indie
Lobo Hombre En París,Fran,0VeDmQvivAadp6TiI4vrda,2020,pop,pop
